Date,EM (EMERGING MARKETS) Standard (Large+Mid Cap) ,WORLD MOMENTUM Standard (Large+Mid Cap) Momentum,WORLD QUALITY Standard (Large+Mid Cap) Quality,WORLD SMALL CAP Small Cap ,WORLD VALUE Standard (Large+Mid Cap) Value,WORLD Standard (Large+Mid Cap) 
"Jul 29, 2016",381.820,836.050,885.330,372.150,"7,227.360","4,726.340"
"Aug 31, 2016",391.310,813.040,879.670,372.680,"7,294.920","4,730.270"
"Sep 30, 2016",396.350,818.820,885.170,378.250,"7,314.190","4,755.390"
"Oct 31, 2016",397.290,794.300,856.630,364.320,"7,257.670","4,663.360"
"Nov 30, 2016",379.000,797.850,859.100,379.580,"7,458.580","4,730.420"
"Dec 30, 2016",379.840,809.880,874.450,388.620,"7,714.580","4,843.610"
"Jan 31, 2017",400.630,838.870,891.880,397.560,"7,817.530","4,960.510"
"Feb 28, 2017",412.890,858.790,930.050,406.020,"7,999.600","5,098.130"
"Mar 31, 2017",423.310,877.030,943.690,409.010,"8,041.540","5,152.440"
"Apr 28, 2017",432.580,893.560,962.590,417.240,"8,086.140","5,228.730"
"May 31, 2017",445.370,931.300,994.130,419.880,"8,157.250","5,339.340"
"Jun 30, 2017",449.850,933.520,983.310,426.410,"8,267.980","5,359.880"
"Jul 31, 2017",476.670,962.400,998.080,436.080,"8,454.340","5,488.150"
"Aug 31, 2017",487.300,976.360,"1,009.630",435.820,"8,385.090","5,495.880"
"Sep 29, 2017",485.360,"1,001.320","1,028.640",453.010,"8,638.690","5,619.230"
"Oct 31, 2017",502.380,"1,046.990","1,060.210",459.580,"8,725.660","5,725.430"
"Nov 30, 2017",503.390,"1,066.510","1,088.290",469.630,"8,907.620","5,849.480"
"Dec 29, 2017",521.460,"1,069.740","1,101.490",476.690,"9,033.670","5,928.590"
"Jan 31, 2018",564.920,"1,155.980","1,158.270",493.560,"9,419.070","6,241.620"
"Feb 28, 2018",538.860,"1,137.250","1,120.730",473.820,"8,940.440","5,983.050"
"Mar 30, 2018",528.850,"1,100.130","1,102.170",474.060,"8,745.320","5,852.640"
"Apr 30, 2018",526.500,"1,111.430","1,097.180",478.410,"8,862.230","5,919.890"
"May 31, 2018",507.850,"1,142.990","1,127.060",491.170,"8,741.000","5,956.990"
"Jun 29, 2018",486.750,"1,138.930","1,127.630",489.540,"8,727.860","5,954.150"
"Jul 31, 2018",497.440,"1,164.250","1,167.410",495.490,"9,047.240","6,140.110"
"Aug 31, 2018",483.990,"1,216.770","1,203.930",506.380,"8,996.440","6,216.090"
"Sep 28, 2018",481.420,"1,228.550","1,206.420",499.130,"9,081.560","6,250.700"
"Oct 31, 2018",439.500,"1,107.220","1,117.250",449.670,"8,600.450","5,791.720"
"Nov 30, 2018",457.610,"1,123.030","1,122.270",452.540,"8,740.100","5,857.520"
"Dec 31, 2018",445.490,"1,040.190","1,040.890",410.640,"8,059.610","5,412.120"
"Jan 31, 2019",484.490,"1,106.580","1,119.250",452.930,"8,639.170","5,833.220"
"Feb 28, 2019",485.580,"1,147.250","1,169.780",469.930,"8,860.980","6,008.620"
"Mar 29, 2019",489.660,"1,176.840","1,204.360",466.970,"8,879.810","6,087.540"
"Apr 30, 2019",499.970,"1,214.660","1,248.960",481.540,"9,136.900","6,303.400"
"May 31, 2019",463.690,"1,170.610","1,171.000",450.020,"8,561.890","5,939.690"
"Jun 28, 2019",492.630,"1,244.640","1,251.940",476.180,"9,097.970","6,331.080"
"Jul 31, 2019",486.600,"1,257.170","1,272.570",478.920,"9,082.530","6,362.440"
"Aug 30, 2019",462.880,"1,258.010","1,252.910",462.580,"8,797.670","6,232.300"
"Sep 30, 2019",471.720,"1,247.820","1,271.480",472.100,"9,143.960","6,364.930"
"Oct 31, 2019",491.610,"1,263.270","1,315.720",485.140,"9,332.760","6,526.900"
"Nov 29, 2019",490.930,"1,296.160","1,366.820",500.850,"9,522.660","6,708.680"
"Dec 31, 2019",527.550,"1,328.060","1,416.450",518.190,"9,812.390","6,909.660"
"Jan 31, 2020",502.960,"1,363.010","1,424.300",503.800,"9,525.370","6,867.600"
"Feb 28, 2020",476.440,"1,265.200","1,313.970",457.480,"8,609.920","6,287.120"
"Mar 31, 2020",403.060,"1,135.910","1,199.650",362.420,"7,166.520","5,455.060"
